lead_id,lead_created_date,source_medium,default_channel_group,campaign_name,landing_page,service_interest,lead_status,is_mql,is_sql,became_customer,estimated_deal_value_usd,city,customer_type
DG1313,2026-01-24,google / organic,Organic Search,seo_service_pages,/blog/website-cost-nepal,Business Website,Working,No,No,No,0,Butwal,Retail Business
DG1314,2026-01-24,google / organic,Organic Search,seo_service_pages,/services/ecommerce-store,Ecommerce Store,Working,No,No,No,0,Chitwan,Retail Business
DG1315,2026-01-24,google / organic,Organic Search,seo_service_pages,/services/ecommerce-store,Ecommerce Store,MQL,Yes,No,No,0,Dharan,Professional Services
DG1316,2026-01-24,google / cpc,Paid Search,google_website_service_leads,/,General Website Inquiry,Unqualified,No,No,No,0,Hetauda,Retail Business
DG1317,2026-01-24,google / cpc,Paid Search,google_website_service_leads,/,General Website Inquiry,MQL,Yes,No,No,0,Bhaktapur,Retail Business
DG1318,2026-01-24,facebook / paid_social,Paid Social,fb_remarketing_portfolio,/services/seo-digital-marketing,Digital Marketing,Unqualified,No,No,No,0,Birgunj,Educational Institution
DG1319,2026-01-24,facebook / paid_social,Paid Social,fb_remarketing_portfolio,/,General Website Inquiry,MQL,Yes,No,No,0,Butwal,Educational Institution
DG1320,2026-01-24,newsletter / email,Email,monthly_newsletter,/,General Website Inquiry,Working,No,No,No,0,Chitwan,Educational Institution
DG1321,2026-01-24,newsletter / email,Email,monthly_newsletter,/services/business-website,Business Website,Working,No,No,No,0,Lalitpur,Retail Business
DG1322,2026-01-24,(direct) / (none),Direct,direct_none,/services/ecommerce-store,Ecommerce Store,Working,No,No,No,0,Butwal,Professional Services
DG1323,2026-01-24,partner_sites / referral,Referral,directory_referrals,/services/seo-digital-marketing,Digital Marketing,Working,No,No,No,0,Dharan,Professional Services
DG1324,2026-01-25,google / organic,Organic Search,organic_non_brand,/services/business-website,Business Website,Working,No,No,No,0,Lalitpur,Retail Business
DG1325,2026-01-25,google / organic,Organic Search,organic_non_brand,/services/ecommerce-store,Ecommerce Store,MQL,Yes,No,No,0,Pokhara,Startup
DG1326,2026-01-25,google / organic,Organic Search,organic_non_brand,/services/business-website,Business Website,MQL,Yes,No,No,0,Kathmandu,Professional Services
DG1327,2026-01-25,google / cpc,Paid Search,google_brand_leads,/services/seo-digital-marketing,Digital Marketing,MQL,Yes,No,No,0,Biratnagar,Startup
DG1328,2026-01-25,google / cpc,Paid Search,google_brand_leads,/contact,General Website Inquiry,Customer,Yes,Yes,Yes,727.23,Lalitpur,Startup
DG1329,2026-01-25,facebook / paid_social,Paid Social,fb_business_website_awareness,/services/seo-digital-marketing,Digital Marketing,Working,No,No,No,0,Chitwan,SME
DG1330,2026-01-25,newsletter / email,Email,client_referral_nurture,/services/business-website,Business Website,SQL,Yes,Yes,No,0,Birgunj,Professional Services
DG1331,2026-01-25,(direct) / (none),Direct,direct_none,/services/seo-digital-marketing,Digital Marketing,Customer,Yes,Yes,Yes,507.43,Butwal,Startup
DG1332,2026-01-25,partner_sites / referral,Referral,directory_referrals,/portfolio,Portfolio Follow-up,MQL,Yes,No,No,0,Biratnagar,Startup
DG1333,2026-01-26,google / organic,Organic Search,seo_service_pages,/services/ecommerce-store,Ecommerce Store,Unqualified,No,No,No,0,Biratnagar,SME
DG1334,2026-01-26,google / organic,Organic Search,seo_service_pages,/services/business-website,Business Website,Working,No,No,No,0,Hetauda,Retail Business
DG1335,2026-01-26,google / organic,Organic Search,seo_service_pages,/services/law-firm-management-system,Law Firm Management System,Working,No,No,No,0,Dharan,Educational Institution
DG1336,2026-01-26,google / organic,Organic Search,seo_service_pages,/services/law-firm-management-system,Law Firm Management System,SQL,Yes,Yes,No,0,Dharan,Retail Business
DG1337,2026-01-26,google / cpc,Paid Search,google_ecommerce_leads,/blog/website-cost-nepal,Business Website,MQL,Yes,No,No,0,Dharan,Educational Institution
DG1338,2026-01-26,google / cpc,Paid Search,google_ecommerce_leads,/services/business-website,Business Website,MQL,Yes,No,No,0,Biratnagar,Retail Business
DG1339,2026-01-26,google / cpc,Paid Search,google_ecommerce_leads,/services/business-website,Business Website,Working,No,No,No,0,Kathmandu,SME
DG1340,2026-01-26,facebook / paid_social,Paid Social,fb_business_website_awareness,/services/business-website,Business Website,Working,No,No,No,0,Birgunj,Retail Business
DG1341,2026-01-26,facebook / paid_social,Paid Social,fb_business_website_awareness,/blog/website-cost-nepal,Business Website,Working,No,No,No,0,Biratnagar,Startup
DG1342,2026-01-26,facebook / paid_social,Paid Social,fb_business_website_awareness,/services/seo-digital-marketing,Digital Marketing,SQL,Yes,Yes,No,0,Dharan,Educational Institution
DG1343,2026-01-26,newsletter / email,Email,client_referral_nurture,/services/seo-digital-marketing,Digital Marketing,MQL,Yes,No,No,0,Dharan,Startup
DG1344,2026-01-26,newsletter / email,Email,client_referral_nurture,/services/business-website,Business Website,MQL,Yes,No,No,0,Chitwan,SME
DG1345,2026-01-26,(direct) / (none),Direct,direct_none,/,General Website Inquiry,MQL,Yes,No,No,0,Bhaktapur,Educational Institution
DG1346,2026-01-26,(direct) / (none),Direct,direct_none,/portfolio,Portfolio Follow-up,Customer,Yes,Yes,Yes,420.26,Lalitpur,Professional Services
DG1347,2026-01-27,google / organic,Organic Search,organic_non_brand,/,General Website Inquiry,Working,No,No,No,0,Pokhara,SME
DG1348,2026-01-27,google / organic,Organic Search,organic_non_brand,/services/ecommerce-store,Ecommerce Store,MQL,Yes,No,No,0,Bhaktapur,SME
DG1349,2026-01-27,google / organic,Organic Search,organic_non_brand,/services/business-website,Business Website,SQL,Yes,Yes,No,0,Dharan,SME
DG1350,2026-01-27,google / organic,Organic Search,organic_non_brand,/services/business-website,Business Website,Unqualified,No,No,No,0,Butwal,Professional Services
DG1351,2026-01-27,google / organic,Organic Search,organic_non_brand,/services/ecommerce-store,Ecommerce Store,Working,No,No,No,0,Birgunj,Professional Services
DG1352,2026-01-27,google / cpc,Paid Search,google_website_service_leads,/portfolio,Portfolio Follow-up,MQL,Yes,No,No,0,Lalitpur,Educational Institution
DG1353,2026-01-27,google / cpc,Paid Search,google_website_service_leads,/services/seo-digital-marketing,Digital Marketing,MQL,Yes,No,No,0,Chitwan,Professional Services
DG1354,2026-01-27,google / cpc,Paid Search,google_website_service_leads,/services/ecommerce-store,Ecommerce Store,MQL,Yes,No,No,0,Birgunj,Professional Services
DG1355,2026-01-27,google / cpc,Paid Search,google_website_service_leads,/,General Website Inquiry,MQL,Yes,No,No,0,Bhaktapur,SME
DG1356,2026-01-27,facebook / paid_social,Paid Social,fb_ecommerce_leads,/services/school-management-system,School Management System,Working,No,No,No,0,Biratnagar,Professional Services
DG1357,2026-01-27,facebook / paid_social,Paid Social,fb_ecommerce_leads,/contact,General Website Inquiry,Working,No,No,No,0,Birgunj,Startup
DG1358,2026-01-27,facebook / paid_social,Paid Social,fb_ecommerce_leads,/services/ecommerce-store,Ecommerce Store,MQL,Yes,No,No,0,Biratnagar,Retail Business
DG1359,2026-01-27,newsletter / email,Email,monthly_newsletter,/contact,General Website Inquiry,Working,No,No,No,0,Butwal,Retail Business
DG1360,2026-01-27,(direct) / (none),Direct,direct_none,/services/ecommerce-store,Ecommerce Store,MQL,Yes,No,No,0,Biratnagar,SME
DG1361,2026-01-27,partner_sites / referral,Referral,directory_referrals,/portfolio,Portfolio Follow-up,Working,No,No,No,0,Bhaktapur,Educational Institution
DG1362,2026-01-27,partner_sites / referral,Referral,directory_referrals,/services/seo-digital-marketing,Digital Marketing,Unqualified,No,No,No,0,Pokhara,Retail Business
DG1363,2026-01-28,google / organic,Organic Search,seo_service_pages,/services/business-website,Business Website,MQL,Yes,No,No,0,Kathmandu,Educational Institution
DG1364,2026-01-28,google / organic,Organic Search,seo_service_pages,/,General Website Inquiry,Working,No,No,No,0,Pokhara,Startup
DG1365,2026-01-28,google / organic,Organic Search,seo_service_pages,/contact,General Website Inquiry,Working,No,No,No,0,Biratnagar,Educational Institution
DG1366,2026-01-28,google / organic,Organic Search,seo_service_pages,/contact,General Website Inquiry,Working,No,No,No,0,Kathmandu,Retail Business
DG1367,2026-01-28,google / organic,Organic Search,seo_service_pages,/services/ecommerce-store,Ecommerce Store,MQL,Yes,No,No,0,Butwal,Professional Services
DG1368,2026-01-28,google / cpc,Paid Search,google_website_service_leads,/services/business-website,Business Website,Working,No,No,No,0,Hetauda,Professional Services
DG1369,2026-01-28,google / cpc,Paid Search,google_website_service_leads,/,General Website Inquiry,MQL,Yes,No,No,0,Kathmandu,Educational Institution
DG1370,2026-01-28,google / cpc,Paid Search,google_website_service_leads,/services/ecommerce-store,Ecommerce Store,SQL,Yes,Yes,No,0,Pokhara,SME
DG1371,2026-01-28,facebook / paid_social,Paid Social,fb_business_website_awareness,/services/school-management-system,School Management System,Working,No,No,No,0,Bhaktapur,Professional Services
DG1372,2026-01-28,facebook / paid_social,Paid Social,fb_business_website_awareness,/contact,General Website Inquiry,Working,No,No,No,0,Kathmandu,Startup
DG1373,2026-01-28,facebook / paid_social,Paid Social,fb_business_website_awareness,/services/ecommerce-store,Ecommerce Store,Working,No,No,No,0,Lalitpur,Retail Business
DG1374,2026-01-28,newsletter / email,Email,client_referral_nurture,/contact,General Website Inquiry,Working,No,No,No,0,Kathmandu,Startup
DG1375,2026-01-28,(direct) / (none),Direct,direct_none,/services/school-management-system,School Management System,Working,No,No,No,0,Biratnagar,Startup
DG1376,2026-01-28,(direct) / (none),Direct,direct_none,/services/law-firm-management-system,Law Firm Management System,Working,No,No,No,0,Chitwan,Professional Services
DG1377,2026-01-28,partner_sites / referral,Referral,agency_partner_backlinks,/,General Website Inquiry,MQL,Yes,No,No,0,Hetauda,SME
DG1378,2026-01-29,google / organic,Organic Search,seo_service_pages,/services/business-website,Business Website,Working,No,No,No,0,Kathmandu,Professional Services
DG1379,2026-01-29,google / organic,Organic Search,seo_service_pages,/blog/website-cost-nepal,Business Website,Unqualified,No,No,No,0,Kathmandu,Retail Business
DG1380,2026-01-29,google / organic,Organic Search,seo_service_pages,/services/ecommerce-store,Ecommerce Store,SQL,Yes,Yes,No,0,Bhaktapur,Professional Services
DG1381,2026-01-29,google / organic,Organic Search,seo_service_pages,/services/ecommerce-store,Ecommerce Store,MQL,Yes,No,No,0,Lalitpur,Retail Business
DG1382,2026-01-29,google / cpc,Paid Search,google_website_service_leads,/,General Website Inquiry,SQL,Yes,Yes,No,0,Chitwan,Educational Institution
DG1383,2026-01-29,google / cpc,Paid Search,google_website_service_leads,/services/ecommerce-store,Ecommerce Store,MQL,Yes,No,No,0,Lalitpur,Professional Services
DG1384,2026-01-29,google / cpc,Paid Search,google_website_service_leads,/services/school-management-system,School Management System,SQL,Yes,Yes,No,0,Kathmandu,Educational Institution
DG1385,2026-01-29,facebook / paid_social,Paid Social,fb_remarketing_portfolio,/,General Website Inquiry,SQL,Yes,Yes,No,0,Pokhara,Professional Services
DG1386,2026-01-29,facebook / paid_social,Paid Social,fb_remarketing_portfolio,/contact,General Website Inquiry,Unqualified,No,No,No,0,Dharan,Retail Business
DG1387,2026-01-29,newsletter / email,Email,monthly_newsletter,/,General Website Inquiry,Working,No,No,No,0,Biratnagar,Retail Business
DG1388,2026-01-29,(direct) / (none),Direct,direct_none,/portfolio,Portfolio Follow-up,MQL,Yes,No,No,0,Kathmandu,SME
DG1389,2026-01-29,(direct) / (none),Direct,direct_none,/,General Website Inquiry,Working,No,No,No,0,Pokhara,Startup
DG1390,2026-01-29,partner_sites / referral,Referral,agency_partner_backlinks,/contact,General Website Inquiry,Working,No,No,No,0,Chitwan,Educational Institution
DG1391,2026-01-30,google / organic,Organic Search,organic_non_brand,/contact,General Website Inquiry,MQL,Yes,No,No,0,Butwal,Startup
DG1392,2026-01-30,google / organic,Organic Search,organic_non_brand,/services/business-website,Business Website,Working,No,No,No,0,Dharan,SME
DG1393,2026-01-30,google / organic,Organic Search,organic_non_brand,/services/business-website,Business Website,Working,No,No,No,0,Hetauda,Educational Institution
DG1394,2026-01-30,google / organic,Organic Search,organic_non_brand,/services/seo-digital-marketing,Digital Marketing,MQL,Yes,No,No,0,Lalitpur,Retail Business
DG1395,2026-01-30,google / cpc,Paid Search,google_ecommerce_leads,/portfolio,Portfolio Follow-up,MQL,Yes,No,No,0,Kathmandu,SME
DG1396,2026-01-30,google / cpc,Paid Search,google_ecommerce_leads,/services/ecommerce-store,Ecommerce Store,MQL,Yes,No,No,0,Pokhara,Professional Services
DG1397,2026-01-30,google / cpc,Paid Search,google_ecommerce_leads,/services/school-management-system,School Management System,Working,No,No,No,0,Dharan,SME
DG1398,2026-01-30,facebook / paid_social,Paid Social,fb_business_website_awareness,/contact,General Website Inquiry,SQL,Yes,Yes,No,0,Butwal,Startup
DG1399,2026-01-30,facebook / paid_social,Paid Social,fb_business_website_awareness,/blog/website-cost-nepal,Business Website,Unqualified,No,No,No,0,Hetauda,Educational Institution
DG1400,2026-01-30,newsletter / email,Email,monthly_newsletter,/,General Website Inquiry,Working,No,No,No,0,Chitwan,Educational Institution
DG1401,2026-01-30,(direct) / (none),Direct,direct_none,/services/ecommerce-store,Ecommerce Store,SQL,Yes,Yes,No,0,Bhaktapur,SME
DG1402,2026-01-30,partner_sites / referral,Referral,agency_partner_backlinks,/services/school-management-system,School Management System,Working,No,No,No,0,Lalitpur,Startup
DG1403,2026-01-31,google / organic,Organic Search,seo_service_pages,/,General Website Inquiry,MQL,Yes,No,No,0,Kathmandu,Retail Business
DG1404,2026-01-31,google / organic,Organic Search,seo_service_pages,/contact,General Website Inquiry,MQL,Yes,No,No,0,Hetauda,Startup
DG1405,2026-01-31,google / organic,Organic Search,seo_service_pages,/,General Website Inquiry,MQL,Yes,No,No,0,Birgunj,Professional Services
DG1406,2026-01-31,google / organic,Organic Search,seo_service_pages,/portfolio,Portfolio Follow-up,MQL,Yes,No,No,0,Lalitpur,Educational Institution
DG1407,2026-01-31,google / cpc,Paid Search,google_website_service_leads,/blog/website-cost-nepal,Business Website,SQL,Yes,Yes,No,0,Biratnagar,Professional Services
DG1408,2026-01-31,google / cpc,Paid Search,google_website_service_leads,/services/business-website,Business Website,SQL,Yes,Yes,No,0,Dharan,Startup
DG1409,2026-01-31,google / cpc,Paid Search,google_website_service_leads,/services/business-website,Business Website,SQL,Yes,Yes,No,0,Pokhara,Educational Institution
DG1410,2026-01-31,facebook / paid_social,Paid Social,fb_remarketing_portfolio,/services/law-firm-management-system,Law Firm Management System,MQL,Yes,No,No,0,Biratnagar,Professional Services
DG1411,2026-01-31,newsletter / email,Email,monthly_newsletter,/,General Website Inquiry,Working,No,No,No,0,Chitwan,SME
DG1412,2026-01-31,(direct) / (none),Direct,direct_none,/services/ecommerce-store,Ecommerce Store,MQL,Yes,No,No,0,Biratnagar,Retail Business
DG1413,2026-01-31,(direct) / (none),Direct,direct_none,/services/business-website,Business Website,Working,No,No,No,0,Kathmandu,Startup
DG1414,2026-01-31,(direct) / (none),Direct,direct_none,/blog/website-cost-nepal,Business Website,MQL,Yes,No,No,0,Chitwan,SME
DG1415,2026-01-31,partner_sites / referral,Referral,agency_partner_backlinks,/services/ecommerce-store,Ecommerce Store,Working,No,No,No,0,Biratnagar,Educational Institution
DG1416,2026-02-01,google / organic,Organic Search,seo_service_pages,/services/seo-digital-marketing,Digital Marketing,Working,No,No,No,0,Biratnagar,Retail Business
DG1417,2026-02-01,google / organic,Organic Search,seo_service_pages,/contact,General Website Inquiry,Working,No,No,No,0,Pokhara,Educational Institution
DG1418,2026-02-01,google / organic,Organic Search,seo_service_pages,/contact,General Website Inquiry,MQL,Yes,No,No,0,Birgunj,Educational Institution
DG1419,2026-02-01,google / organic,Organic Search,seo_service_pages,/services/business-website,Business Website,MQL,Yes,No,No,0,Biratnagar,Professional Services
DG1420,2026-02-01,google / cpc,Paid Search,google_brand_leads,/portfolio,Portfolio Follow-up,Working,No,No,No,0,Biratnagar,SME
DG1421,2026-02-01,google / cpc,Paid Search,google_brand_leads,/services/seo-digital-marketing,Digital Marketing,MQL,Yes,No,No,0,Lalitpur,Professional Services
DG1422,2026-02-01,facebook / paid_social,Paid Social,fb_remarketing_portfolio,/services/ecommerce-store,Ecommerce Store,Working,No,No,No,0,Hetauda,Educational Institution
DG1423,2026-02-01,facebook / paid_social,Paid Social,fb_remarketing_portfolio,/services/ecommerce-store,Ecommerce Store,MQL,Yes,No,No,0,Biratnagar,SME
DG1424,2026-02-01,facebook / paid_social,Paid Social,fb_remarketing_portfolio,/services/ecommerce-store,Ecommerce Store,MQL,Yes,No,No,0,Butwal,SME
DG1425,2026-02-01,newsletter / email,Email,monthly_newsletter,/services/business-website,Business Website,SQL,Yes,Yes,No,0,Hetauda,Startup
DG1426,2026-02-01,(direct) / (none),Direct,direct_none,/services/ecommerce-store,Ecommerce Store,MQL,Yes,No,No,0,Birgunj,Startup
DG1427,2026-02-01,partner_sites / referral,Referral,directory_referrals,/services/school-management-system,School Management System,MQL,Yes,No,No,0,Pokhara,SME
DG1428,2026-02-02,google / organic,Organic Search,organic_non_brand,/,General Website Inquiry,Working,No,No,No,0,Bhaktapur,Educational Institution
DG1429,2026-02-02,google / organic,Organic Search,organic_non_brand,/services/ecommerce-store,Ecommerce Store,MQL,Yes,No,No,0,Biratnagar,Educational Institution
DG1430,2026-02-02,google / organic,Organic Search,organic_non_brand,/services/business-website,Business Website,MQL,Yes,No,No,0,Biratnagar,Startup
DG1431,2026-02-02,google / organic,Organic Search,organic_non_brand,/contact,General Website Inquiry,Working,No,No,No,0,Dharan,Retail Business
DG1432,2026-02-02,google / organic,Organic Search,organic_non_brand,/services/business-website,Business Website,Working,No,No,No,0,Butwal,Professional Services
DG1433,2026-02-02,google / cpc,Paid Search,google_ecommerce_leads,/services/business-website,Business Website,MQL,Yes,No,No,0,Butwal,Retail Business
DG1434,2026-02-02,google / cpc,Paid Search,google_ecommerce_leads,/,General Website Inquiry,Working,No,No,No,0,Butwal,Educational Institution
DG1435,2026-02-02,google / cpc,Paid Search,google_ecommerce_leads,/,General Website Inquiry,MQL,Yes,No,No,0,Bhaktapur,Professional Services
DG1436,2026-02-02,google / cpc,Paid Search,google_ecommerce_leads,/services/school-management-system,School Management System,SQL,Yes,Yes,No,0,Bhaktapur,Educational Institution
DG1437,2026-02-02,facebook / paid_social,Paid Social,fb_ecommerce_leads,/services/business-website,Business Website,Working,No,No,No,0,Birgunj,Startup
DG1438,2026-02-02,facebook / paid_social,Paid Social,fb_ecommerce_leads,/,General Website Inquiry,MQL,Yes,No,No,0,Kathmandu,Startup
DG1439,2026-02-02,facebook / paid_social,Paid Social,fb_ecommerce_leads,/services/business-website,Business Website,Working,No,No,No,0,Hetauda,Retail Business
DG1440,2026-02-02,newsletter / email,Email,monthly_newsletter,/services/business-website,Business Website,Working,No,No,No,0,Birgunj,Startup
DG1441,2026-02-02,newsletter / email,Email,monthly_newsletter,/services/business-website,Business Website,MQL,Yes,No,No,0,Pokhara,Professional Services
DG1442,2026-02-02,(direct) / (none),Direct,direct_none,/,General Website Inquiry,MQL,Yes,No,No,0,Chitwan,SME
DG1443,2026-02-02,partner_sites / referral,Referral,directory_referrals,/services/business-website,Business Website,Working,No,No,No,0,Pokhara,Educational Institution
DG1444,2026-02-03,google / organic,Organic Search,organic_non_brand,/services/seo-digital-marketing,Digital Marketing,MQL,Yes,No,No,0,Lalitpur,Startup
DG1445,2026-02-03,google / organic,Organic Search,organic_non_brand,/services/ecommerce-store,Ecommerce Store,MQL,Yes,No,No,0,Kathmandu,SME
DG1446,2026-02-03,google / organic,Organic Search,organic_non_brand,/portfolio,Portfolio Follow-up,MQL,Yes,No,No,0,Biratnagar,Educational Institution
DG1447,2026-02-03,google / organic,Organic Search,organic_non_brand,/,General Website Inquiry,Working,No,No,No,0,Lalitpur,Retail Business
DG1448,2026-02-03,google / cpc,Paid Search,google_brand_leads,/contact,General Website Inquiry,MQL,Yes,No,No,0,Kathmandu,Retail Business
DG1449,2026-02-03,google / cpc,Paid Search,google_brand_leads,/services/school-management-system,School Management System,MQL,Yes,No,No,0,Chitwan,Startup
DG1450,2026-02-03,google / cpc,Paid Search,google_brand_leads,/,General Website Inquiry,SQL,Yes,Yes,No,0,Butwal,Startup
DG1451,2026-02-03,facebook / paid_social,Paid Social,fb_business_website_awareness,/contact,General Website Inquiry,Working,No,No,No,0,Kathmandu,Educational Institution
DG1452,2026-02-03,facebook / paid_social,Paid Social,fb_business_website_awareness,/contact,General Website Inquiry,Working,No,No,No,0,Birgunj,Startup
DG1453,2026-02-03,facebook / paid_social,Paid Social,fb_business_website_awareness,/blog/website-cost-nepal,Business Website,Unqualified,No,No,No,0,Kathmandu,Startup
DG1454,2026-02-03,newsletter / email,Email,client_referral_nurture,/services/seo-digital-marketing,Digital Marketing,SQL,Yes,Yes,No,0,Pokhara,Startup
DG1455,2026-02-03,newsletter / email,Email,client_referral_nurture,/contact,General Website Inquiry,MQL,Yes,No,No,0,Pokhara,Retail Business
DG1456,2026-02-03,(direct) / (none),Direct,direct_none,/services/school-management-system,School Management System,MQL,Yes,No,No,0,Biratnagar,Professional Services
DG1457,2026-02-03,(direct) / (none),Direct,direct_none,/services/school-management-system,School Management System,MQL,Yes,No,No,0,Bhaktapur,Startup
DG1458,2026-02-03,partner_sites / referral,Referral,directory_referrals,/contact,General Website Inquiry,SQL,Yes,Yes,No,0,Birgunj,Startup
DG1459,2026-02-04,google / organic,Organic Search,organic_non_brand,/,General Website Inquiry,MQL,Yes,No,No,0,Biratnagar,Educational Institution
DG1460,2026-02-04,google / organic,Organic Search,organic_non_brand,/,General Website Inquiry,Unqualified,No,No,No,0,Butwal,Professional Services
DG1461,2026-02-04,google / organic,Organic Search,organic_non_brand,/services/seo-digital-marketing,Digital Marketing,MQL,Yes,No,No,0,Birgunj,SME
DG1462,2026-02-04,google / organic,Organic Search,organic_non_brand,/contact,General Website Inquiry,MQL,Yes,No,No,0,Birgunj,SME
DG1463,2026-02-04,google / organic,Organic Search,organic_non_brand,/services/seo-digital-marketing,Digital Marketing,Working,No,No,No,0,Lalitpur,Startup
DG1464,2026-02-04,google / organic,Organic Search,organic_non_brand,/services/ecommerce-store,Ecommerce Store,Unqualified,No,No,No,0,Dharan,SME
DG1465,2026-02-04,google / cpc,Paid Search,google_website_service_leads,/,General Website Inquiry,SQL,Yes,Yes,No,0,Dharan,Startup
DG1466,2026-02-04,google / cpc,Paid Search,google_website_service_leads,/,General Website Inquiry,MQL,Yes,No,No,0,Bhaktapur,Startup
DG1467,2026-02-04,google / cpc,Paid Search,google_website_service_leads,/,General Website Inquiry,Working,No,No,No,0,Biratnagar,Educational Institution
DG1468,2026-02-04,facebook / paid_social,Paid Social,fb_ecommerce_leads,/services/business-website,Business Website,MQL,Yes,No,No,0,Butwal,Retail Business
DG1469,2026-02-04,facebook / paid_social,Paid Social,fb_ecommerce_leads,/services/seo-digital-marketing,Digital Marketing,MQL,Yes,No,No,0,Lalitpur,Educational Institution
DG1470,2026-02-04,newsletter / email,Email,client_referral_nurture,/services/seo-digital-marketing,Digital Marketing,Working,No,No,No,0,Dharan,SME
DG1471,2026-02-04,(direct) / (none),Direct,direct_none,/services/seo-digital-marketing,Digital Marketing,Working,No,No,No,0,Bhaktapur,Startup
DG1472,2026-02-04,partner_sites / referral,Referral,directory_referrals,/services/seo-digital-marketing,Digital Marketing,MQL,Yes,No,No,0,Hetauda,Retail Business
DG1473,2026-02-05,google / organic,Organic Search,organic_non_brand,/contact,General Website Inquiry,Working,No,No,No,0,Biratnagar,Startup
DG1474,2026-02-05,google / organic,Organic Search,organic_non_brand,/services/business-website,Business Website,SQL,Yes,Yes,No,0,Biratnagar,Startup
DG1475,2026-02-05,google / organic,Organic Search,organic_non_brand,/about,General Website Inquiry,Working,No,No,No,0,Hetauda,Startup
DG1476,2026-02-05,google / organic,Organic Search,organic_non_brand,/services/ecommerce-store,Ecommerce Store,Unqualified,No,No,No,0,Pokhara,Professional Services
DG1477,2026-02-05,google / cpc,Paid Search,google_ecommerce_leads,/services/seo-digital-marketing,Digital Marketing,MQL,Yes,No,No,0,Lalitpur,Startup
DG1478,2026-02-05,google / cpc,Paid Search,google_ecommerce_leads,/services/seo-digital-marketing,Digital Marketing,MQL,Yes,No,No,0,Birgunj,SME
DG1479,2026-02-05,google / cpc,Paid Search,google_ecommerce_leads,/,General Website Inquiry,MQL,Yes,No,No,0,Hetauda,Retail Business
DG1480,2026-02-05,facebook / paid_social,Paid Social,fb_business_website_awareness,/services/ecommerce-store,Ecommerce Store,Working,No,No,No,0,Bhaktapur,Startup
DG1481,2026-02-05,facebook / paid_social,Paid Social,fb_business_website_awareness,/services/business-website,Business Website,Working,No,No,No,0,Kathmandu,Educational Institution
DG1482,2026-02-05,facebook / paid_social,Paid Social,fb_business_website_awareness,/services/school-management-system,School Management System,Working,No,No,No,0,Hetauda,Professional Services
DG1483,2026-02-05,facebook / paid_social,Paid Social,fb_business_website_awareness,/services/business-website,Business Website,Working,No,No,No,0,Dharan,Retail Business
DG1484,2026-02-05,newsletter / email,Email,monthly_newsletter,/services/school-management-system,School Management System,Working,No,No,No,0,Lalitpur,Professional Services
DG1485,2026-02-05,newsletter / email,Email,monthly_newsletter,/,General Website Inquiry,MQL,Yes,No,No,0,Lalitpur,SME
DG1486,2026-02-05,newsletter / email,Email,monthly_newsletter,/services/business-website,Business Website,Unqualified,No,No,No,0,Biratnagar,Professional Services
DG1487,2026-02-05,newsletter / email,Email,monthly_newsletter,/services/business-website,Business Website,Working,No,No,No,0,Hetauda,Professional Services
DG1488,2026-02-05,(direct) / (none),Direct,direct_none,/services/ecommerce-store,Ecommerce Store,MQL,Yes,No,No,0,Chitwan,Retail Business
DG1489,2026-02-05,(direct) / (none),Direct,direct_none,/services/business-website,Business Website,Working,No,No,No,0,Bhaktapur,SME
DG1490,2026-02-05,partner_sites / referral,Referral,agency_partner_backlinks,/portfolio,Portfolio Follow-up,Working,No,No,No,0,Birgunj,Educational Institution
DG1491,2026-02-06,google / organic,Organic Search,seo_service_pages,/services/seo-digital-marketing,Digital Marketing,Working,No,No,No,0,Chitwan,SME
DG1492,2026-02-06,google / organic,Organic Search,seo_service_pages,/services/business-website,Business Website,Working,No,No,No,0,Chitwan,Startup
DG1493,2026-02-06,google / organic,Organic Search,seo_service_pages,/services/ecommerce-store,Ecommerce Store,SQL,Yes,Yes,No,0,Lalitpur,Retail Business
DG1494,2026-02-06,google / organic,Organic Search,seo_service_pages,/services/school-management-system,School Management System,SQL,Yes,Yes,No,0,Birgunj,Startup
DG1495,2026-02-06,google / organic,Organic Search,seo_service_pages,/services/business-website,Business Website,MQL,Yes,No,No,0,Kathmandu,SME
DG1496,2026-02-06,google / cpc,Paid Search,google_website_service_leads,/services/seo-digital-marketing,Digital Marketing,MQL,Yes,No,No,0,Chitwan,SME
DG1497,2026-02-06,google / cpc,Paid Search,google_website_service_leads,/services/ecommerce-store,Ecommerce Store,SQL,Yes,Yes,No,0,Dharan,Retail Business
DG1498,2026-02-06,google / cpc,Paid Search,google_website_service_leads,/services/seo-digital-marketing,Digital Marketing,MQL,Yes,No,No,0,Pokhara,Educational Institution
DG1499,2026-02-06,facebook / paid_social,Paid Social,fb_business_website_awareness,/services/ecommerce-store,Ecommerce Store,Unqualified,No,No,No,0,Pokhara,Retail Business
DG1500,2026-02-06,facebook / paid_social,Paid Social,fb_business_website_awareness,/,General Website Inquiry,Working,No,No,No,0,Birgunj,Professional Services
DG1501,2026-02-06,facebook / paid_social,Paid Social,fb_business_website_awareness,/services/seo-digital-marketing,Digital Marketing,SQL,Yes,Yes,No,0,Hetauda,SME
DG1502,2026-02-06,newsletter / email,Email,monthly_newsletter,/,General Website Inquiry,Working,No,No,No,0,Kathmandu,Startup
