Date,Month,Channel,Sessions,Users,Engaged Sessions,Engagement Rate,Key Events,Website Key Event CVR,CRM Leads,Lead Rate,MQLs,MQL Rate,SQLs,Customers,Lead-to-Customer Rate,Estimated Revenue,Cost,CPA,Revenue per Session,ROAS,Insight Tag
2026-01-28,2026-01,Referral,32,27,21,0.6562,1,0.0312,1,0.0312,1,1.0,0,0,0.0,0.0,1.73,1.73,0.0,0.0,Baseline
2026-01-29,2026-01,Direct,60,49,37,0.6167,2,0.0333,2,0.0333,1,0.5,0,0,0.0,0.0,0.0,0.0,0.0,,Baseline
2026-01-29,2026-01,Email,17,13,12,0.7059,0,0.0,1,0.0588,0,0.0,0,0,0.0,0.0,1.51,1.51,0.0,0.0,Baseline
2026-01-29,2026-01,Organic Search,125,100,88,0.704,5,0.04,4,0.032,2,0.5,1,0,0.0,0.0,24.93,6.23,0.0,0.0,SEO engagement strength
2026-01-29,2026-01,Paid Search,68,53,40,0.5882,3,0.0441,3,0.0441,3,1.0,2,0,0.0,0.0,73.99,24.66,0.0,0.0,Baseline
2026-01-29,2026-01,Paid Social,89,64,46,0.5169,4,0.0449,2,0.0225,1,0.5,1,0,0.0,0.0,34.75,17.38,0.0,0.0,"High traffic, low lead efficiency"
2026-01-29,2026-01,Referral,29,23,17,0.5862,0,0.0,1,0.0345,0,0.0,0,0,0.0,0.0,1.43,1.43,0.0,0.0,Baseline
2026-01-30,2026-01,Direct,60,49,37,0.6167,2,0.0333,1,0.0167,1,1.0,1,0,0.0,0.0,0.0,0.0,0.0,,Baseline
2026-01-30,2026-01,Email,16,13,10,0.625,1,0.0625,1,0.0625,0,0.0,0,0,0.0,0.0,1.59,1.59,0.0,0.0,Baseline
2026-01-30,2026-01,Organic Search,107,77,73,0.6822,6,0.0561,4,0.0374,2,0.5,0,0,0.0,0.0,17.76,4.44,0.0,0.0,SEO engagement strength
2026-01-30,2026-01,Paid Search,57,45,37,0.6491,3,0.0526,3,0.0526,2,0.6667,0,0,0.0,0.0,64.19,21.4,0.0,0.0,Baseline
2026-01-30,2026-01,Paid Social,92,74,41,0.4457,3,0.0326,2,0.0217,1,0.5,1,0,0.0,0.0,35.52,17.76,0.0,0.0,"High traffic, low lead efficiency"
2026-01-30,2026-01,Referral,23,18,15,0.6522,1,0.0435,1,0.0435,0,0.0,0,0,0.0,0.0,1.15,1.15,0.0,0.0,Baseline
2026-01-31,2026-01,Direct,45,32,24,0.5333,1,0.0222,3,0.0667,2,0.6667,0,0,0.0,0.0,0.0,0.0,0.0,,Baseline
2026-01-31,2026-01,Email,13,10,8,0.6154,0,0.0,1,0.0769,0,0.0,0,0,0.0,0.0,1.08,1.08,0.0,0.0,Baseline
2026-01-31,2026-01,Organic Search,119,90,71,0.5966,5,0.042,4,0.0336,4,1.0,0,0,0.0,0.0,22.6,5.65,0.0,0.0,SEO engagement strength
2026-01-31,2026-01,Paid Search,54,44,34,0.6296,2,0.037,3,0.0556,3,1.0,3,0,0.0,0.0,58.05,19.35,0.0,0.0,Baseline
2026-01-31,2026-01,Paid Social,60,43,29,0.4833,1,0.0167,1,0.0167,1,1.0,0,0,0.0,0.0,23.69,23.69,0.0,0.0,Baseline
2026-01-31,2026-01,Referral,21,17,11,0.5238,1,0.0476,1,0.0476,0,0.0,0,0,0.0,0.0,1.07,1.07,0.0,0.0,Baseline
2026-02-01,2026-02,Direct,41,35,23,0.561,2,0.0488,1,0.0244,1,1.0,0,0,0.0,0.0,0.0,0.0,0.0,,Baseline
2026-02-01,2026-02,Email,12,10,8,0.6667,0,0.0,1,0.0833,1,1.0,1,0,0.0,0.0,1.12,1.12,0.0,0.0,Baseline
2026-02-01,2026-02,Organic Search,116,85,84,0.7241,5,0.0431,4,0.0345,2,0.5,0,0,0.0,0.0,23.27,5.82,0.0,0.0,SEO engagement strength
2026-02-01,2026-02,Paid Search,41,30,23,0.561,3,0.0732,2,0.0488,1,0.5,0,0,0.0,0.0,46.39,23.2,0.0,0.0,Baseline
2026-02-01,2026-02,Paid Social,69,54,27,0.3913,3,0.0435,3,0.0435,2,0.6667,0,0,0.0,0.0,26.74,8.91,0.0,0.0,Baseline
2026-02-01,2026-02,Referral,20,17,10,0.5,0,0.0,1,0.05,1,1.0,0,0,0.0,0.0,0.95,0.95,0.0,0.0,Baseline
2026-02-02,2026-02,Direct,45,34,28,0.6222,1,0.0222,1,0.0222,1,1.0,0,0,0.0,0.0,0.0,0.0,0.0,,Baseline
2026-02-02,2026-02,Email,21,17,15,0.7143,1,0.0476,2,0.0952,1,0.5,0,0,0.0,0.0,1.9,0.95,0.0,0.0,"Small volume, high intent"
2026-02-02,2026-02,Organic Search,154,128,90,0.5844,8,0.0519,5,0.0325,2,0.4,0,0,0.0,0.0,29.93,5.99,0.0,0.0,SEO engagement strength
2026-02-02,2026-02,Paid Search,76,65,46,0.6053,5,0.0658,4,0.0526,3,0.75,1,0,0.0,0.0,90.44,22.61,0.0,0.0,Strong conversion candidate
2026-02-02,2026-02,Paid Social,75,56,37,0.4933,2,0.0267,3,0.04,1,0.3333,0,0,0.0,0.0,33.57,11.19,0.0,0.0,Baseline
2026-02-02,2026-02,Referral,29,21,18,0.6207,0,0.0,1,0.0345,0,0.0,0,0,0.0,0.0,1.41,1.41,0.0,0.0,Baseline
2026-02-03,2026-02,Direct,61,51,29,0.4754,2,0.0328,2,0.0328,2,1.0,0,0,0.0,0.0,0.0,0.0,0.0,,Baseline
2026-02-03,2026-02,Email,17,12,12,0.7059,1,0.0588,2,0.1176,2,1.0,1,0,0.0,0.0,1.48,0.74,0.0,0.0,"Small volume, high intent"
2026-02-03,2026-02,Organic Search,112,85,75,0.6696,4,0.0357,4,0.0357,3,0.75,0,0,0.0,0.0,18.38,4.59,0.0,0.0,SEO engagement strength
2026-02-03,2026-02,Paid Search,65,52,35,0.5385,5,0.0769,3,0.0462,3,1.0,1,0,0.0,0.0,69.82,23.27,0.0,0.0,Baseline
2026-02-03,2026-02,Paid Social,76,66,31,0.4079,3,0.0395,3,0.0395,0,0.0,0,0,0.0,0.0,29.58,9.86,0.0,0.0,Baseline
2026-02-03,2026-02,Referral,23,19,13,0.5652,1,0.0435,1,0.0435,1,1.0,1,0,0.0,0.0,1.16,1.16,0.0,0.0,Baseline
2026-02-04,2026-02,Direct,57,46,32,0.5614,3,0.0526,1,0.0175,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,,Baseline
2026-02-04,2026-02,Email,17,13,12,0.7059,1,0.0588,1,0.0588,0,0.0,0,0,0.0,0.0,1.68,1.68,0.0,0.0,Baseline
2026-02-04,2026-02,Organic Search,161,121,111,0.6894,9,0.0559,6,0.0373,3,0.5,0,0,0.0,0.0,26.99,4.5,0.0,0.0,SEO engagement strength
2026-02-04,2026-02,Paid Search,70,57,45,0.6429,4,0.0571,3,0.0429,2,0.6667,1,0,0.0,0.0,87.1,29.03,0.0,0.0,Baseline
2026-02-04,2026-02,Paid Social,68,58,35,0.5147,2,0.0294,2,0.0294,2,1.0,0,0,0.0,0.0,27.11,13.55,0.0,0.0,Baseline
2026-02-04,2026-02,Referral,30,24,19,0.6333,0,0.0,1,0.0333,1,1.0,0,0,0.0,0.0,1.59,1.59,0.0,0.0,Baseline
2026-02-05,2026-02,Direct,60,49,28,0.4667,2,0.0333,2,0.0333,1,0.5,0,0,0.0,0.0,0.0,0.0,0.0,,Baseline
2026-02-05,2026-02,Email,58,44,44,0.7586,8,0.1379,4,0.069,1,0.25,0,0,0.0,0.0,4.92,1.23,0.0,0.0,"Small volume, high intent"
2026-02-05,2026-02,Organic Search,127,97,80,0.6299,2,0.0157,4,0.0315,1,0.25,1,0,0.0,0.0,24.18,6.04,0.0,0.0,SEO engagement strength
2026-02-05,2026-02,Paid Search,63,49,40,0.6349,1,0.0159,3,0.0476,3,1.0,0,0,0.0,0.0,67.06,22.35,0.0,0.0,Baseline
2026-02-05,2026-02,Paid Social,120,100,60,0.5,1,0.0083,4,0.0333,0,0.0,0,0,0.0,0.0,52.81,13.2,0.0,0.0,Baseline
2026-02-05,2026-02,Referral,29,22,19,0.6552,0,0.0,1,0.0345,0,0.0,0,0,0.0,0.0,1.54,1.54,0.0,0.0,Baseline
2026-02-06,2026-02,Direct,60,52,34,0.5667,0,0.0,2,0.0333,1,0.5,0,0,0.0,0.0,0.0,0.0,0.0,,Baseline
2026-02-06,2026-02,Email,17,13,12,0.7059,1,0.0588,1,0.0588,0,0.0,0,0,0.0,0.0,1.58,1.58,0.0,0.0,Baseline
2026-02-06,2026-02,Organic Search,143,111,89,0.6224,4,0.028,5,0.035,3,0.6,2,0,0.0,0.0,27.34,5.47,0.0,0.0,SEO engagement strength
2026-02-06,2026-02,Paid Search,57,41,36,0.6316,3,0.0526,3,0.0526,3,1.0,1,0,0.0,0.0,59.0,19.67,0.0,0.0,Baseline
2026-02-06,2026-02,Paid Social,124,90,64,0.5161,4,0.0323,3,0.0242,1,0.3333,1,0,0.0,0.0,52.61,17.54,0.0,0.0,Baseline
2026-02-06,2026-02,Referral,29,23,18,0.6207,0,0.0,1,0.0345,1,1.0,0,0,0.0,0.0,1.54,1.54,0.0,0.0,Baseline
2026-02-07,2026-02,Direct,39,30,21,0.5385,1,0.0256,1,0.0256,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,,Baseline
2026-02-07,2026-02,Email,17,14,12,0.7059,1,0.0588,1,0.0588,1,1.0,1,1,1.0,506.16,1.44,1.44,29.7741,351.5,Baseline
2026-02-07,2026-02,Organic Search,83,72,53,0.6386,5,0.0602,3,0.0361,0,0.0,0,0,0.0,0.0,14.97,4.99,0.0,0.0,SEO engagement strength
2026-02-07,2026-02,Paid Search,46,38,24,0.5217,3,0.0652,2,0.0435,2,1.0,1,0,0.0,0.0,55.6,27.8,0.0,0.0,Baseline
2026-02-07,2026-02,Paid Social,81,70,42,0.5185,1,0.0123,2,0.0247,1,0.5,0,0,0.0,0.0,35.36,17.68,0.0,0.0,"High traffic, low lead efficiency"
2026-02-07,2026-02,Referral,21,17,12,0.5714,1,0.0476,1,0.0476,0,0.0,0,0,0.0,0.0,0.96,0.96,0.0,0.0,Baseline
2026-02-08,2026-02,Direct,31,26,17,0.5484,0,0.0,1,0.0323,1,1.0,1,0,0.0,0.0,0.0,0.0,0.0,,Baseline
2026-02-08,2026-02,Email,17,13,12,0.7059,1,0.0588,2,0.1176,0,0.0,0,0,0.0,0.0,1.42,0.71,0.0,0.0,"Small volume, high intent"
2026-02-08,2026-02,Organic Search,118,99,76,0.6441,3,0.0254,4,0.0339,2,0.5,0,0,0.0,0.0,21.12,5.28,0.0,0.0,SEO engagement strength
2026-02-08,2026-02,Paid Search,41,35,22,0.5366,1,0.0244,2,0.0488,1,0.5,0,0,0.0,0.0,43.91,21.95,0.0,0.0,Baseline
2026-02-08,2026-02,Paid Social,91,68,48,0.5275,2,0.022,3,0.033,0,0.0,0,0,0.0,0.0,38.53,12.84,0.0,0.0,Baseline
2026-02-08,2026-02,Referral,20,15,12,0.6,0,0.0,1,0.05,0,0.0,0,0,0.0,0.0,1.04,1.04,0.0,0.0,Baseline
2026-02-09,2026-02,Direct,54,39,28,0.5185,2,0.037,2,0.037,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,,Baseline
2026-02-09,2026-02,Email,21,15,15,0.7143,1,0.0476,1,0.0476,0,0.0,0,0,0.0,0.0,2.07,2.07,0.0,0.0,Baseline
2026-02-09,2026-02,Organic Search,114,89,75,0.6579,6,0.0526,4,0.0351,1,0.25,0,0,0.0,0.0,18.54,4.63,0.0,0.0,SEO engagement strength
2026-02-09,2026-02,Paid Search,78,68,45,0.5769,5,0.0641,4,0.0513,1,0.25,1,1,0.25,683.54,87.32,21.83,8.7633,7.83,Strong conversion candidate
2026-02-09,2026-02,Paid Social,117,94,57,0.4872,3,0.0256,3,0.0256,2,0.6667,0,0,0.0,0.0,54.2,18.07,0.0,0.0,Baseline
2026-02-09,2026-02,Referral,21,17,12,0.5714,1,0.0476,1,0.0476,0,0.0,0,0,0.0,0.0,1.0,1.0,0.0,0.0,Baseline
2026-02-10,2026-02,Direct,51,40,29,0.5686,1,0.0196,1,0.0196,1,1.0,0,0,0.0,0.0,0.0,0.0,0.0,,Baseline
2026-02-10,2026-02,Email,17,13,11,0.6471,1,0.0588,2,0.1176,2,1.0,0,0,0.0,0.0,1.49,0.74,0.0,0.0,"Small volume, high intent"
2026-02-10,2026-02,Organic Search,137,107,88,0.6423,8,0.0584,5,0.0365,4,0.8,0,0,0.0,0.0,22.6,4.52,0.0,0.0,SEO engagement strength
2026-02-10,2026-02,Paid Search,57,47,38,0.6667,3,0.0526,3,0.0526,1,0.3333,1,0,0.0,0.0,73.01,24.34,0.0,0.0,Baseline
2026-02-10,2026-02,Paid Social,101,75,48,0.4752,2,0.0198,2,0.0198,0,0.0,0,0,0.0,0.0,40.29,20.14,0.0,0.0,"High traffic, low lead efficiency"
2026-02-10,2026-02,Referral,23,19,14,0.6087,1,0.0435,1,0.0435,0,0.0,0,0,0.0,0.0,1.1,1.1,0.0,0.0,Baseline
2026-02-11,2026-02,Direct,40,31,24,0.6,1,0.025,2,0.05,1,0.5,1,0,0.0,0.0,0.0,0.0,0.0,,Baseline
2026-02-11,2026-02,Email,18,15,12,0.6667,1,0.0556,1,0.0556,0,0.0,0,0,0.0,0.0,1.46,1.46,0.0,0.0,Baseline
2026-02-11,2026-02,Organic Search,118,88,77,0.6525,7,0.0593,4,0.0339,3,0.75,1,0,0.0,0.0,23.55,5.89,0.0,0.0,SEO engagement strength
2026-02-11,2026-02,Paid Search,73,57,43,0.589,3,0.0411,3,0.0411,0,0.0,0,0,0.0,0.0,78.83,26.28,0.0,0.0,Baseline
2026-02-11,2026-02,Paid Social,123,98,55,0.4472,2,0.0163,3,0.0244,0,0.0,0,0,0.0,0.0,55.04,18.35,0.0,0.0,Baseline
2026-02-11,2026-02,Referral,27,23,16,0.5926,0,0.0,1,0.037,1,1.0,0,0,0.0,0.0,1.27,1.27,0.0,0.0,Baseline
2026-02-12,2026-02,Direct,54,40,32,0.5926,2,0.037,1,0.0185,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,,Baseline
2026-02-12,2026-02,Email,23,19,17,0.7391,1,0.0435,2,0.087,1,0.5,0,0,0.0,0.0,2.22,1.11,0.0,0.0,"Small volume, high intent"
2026-02-12,2026-02,Organic Search,164,144,110,0.6707,8,0.0488,5,0.0305,5,1.0,3,0,0.0,0.0,31.18,6.24,0.0,0.0,SEO engagement strength
2026-02-12,2026-02,Paid Search,78,57,50,0.641,5,0.0641,4,0.0513,1,0.25,1,0,0.0,0.0,89.82,22.45,0.0,0.0,Strong conversion candidate
2026-02-12,2026-02,Paid Social,104,81,47,0.4519,3,0.0288,2,0.0192,0,0.0,0,0,0.0,0.0,41.15,20.57,0.0,0.0,"High traffic, low lead efficiency"
2026-02-12,2026-02,Referral,24,18,13,0.5417,0,0.0,0,0.0,0,0,0,0,0,0,1.33,,0.0,0.0,Baseline
2026-02-13,2026-02,Direct,55,44,27,0.4909,0,0.0,3,0.0545,2,0.6667,1,0,0.0,0.0,0.0,0.0,0.0,,Baseline
2026-02-13,2026-02,Email,20,15,14,0.7,1,0.05,2,0.1,1,0.5,0,0,0.0,0.0,1.66,0.83,0.0,0.0,"Small volume, high intent"
2026-02-13,2026-02,Organic Search,117,98,82,0.7009,7,0.0598,4,0.0342,2,0.5,2,2,0.5,1067.63,20.8,5.2,9.125,51.33,SEO engagement strength
2026-02-13,2026-02,Paid Search,63,53,38,0.6032,5,0.0794,3,0.0476,2,0.6667,1,0,0.0,0.0,65.47,21.82,0.0,0.0,Baseline
2026-02-13,2026-02,Paid Social,90,69,40,0.4444,1,0.0111,2,0.0222,0,0.0,0,0,0.0,0.0,38.07,19.04,0.0,0.0,"High traffic, low lead efficiency"
2026-02-13,2026-02,Referral,29,24,18,0.6207,1,0.0345,2,0.069,1,0.5,0,0,0.0,0.0,1.54,0.77,0.0,0.0,Baseline
2026-02-14,2026-02,Direct,44,36,24,0.5455,1,0.0227,2,0.0455,2,1.0,0,0,0.0,0.0,0.0,0.0,0.0,,Baseline
2026-02-14,2026-02,Email,15,10,9,0.6,0,0.0,1,0.0667,1,1.0,0,0,0.0,0.0,1.5,1.5,0.0,0.0,Baseline
2026-02-14,2026-02,Organic Search,122,101,89,0.7295,5,0.041,5,0.041,2,0.4,0,0,0.0,0.0,21.68,4.34,0.0,0.0,SEO engagement strength
2026-02-14,2026-02,Paid Search,40,31,23,0.575,3,0.075,2,0.05,2,1.0,2,0,0.0,0.0,41.85,20.93,0.0,0.0,Baseline
2026-02-14,2026-02,Paid Social,97,83,45,0.4639,1,0.0103,2,0.0206,1,0.5,1,0,0.0,0.0,38.35,19.18,0.0,0.0,"High traffic, low lead efficiency"
2026-02-14,2026-02,Referral,23,18,13,0.5652,0,0.0,1,0.0435,1,1.0,0,0,0.0,0.0,1.13,1.13,0.0,0.0,Baseline
2026-02-15,2026-02,Direct,39,30,19,0.4872,0,0.0,1,0.0256,1,1.0,1,0,0.0,0.0,0.0,0.0,0.0,,Baseline
2026-02-15,2026-02,Email,14,10,10,0.7143,0,0.0,1,0.0714,1,1.0,0,0,0.0,0.0,1.37,1.37,0.0,0.0,Baseline
2026-02-15,2026-02,Organic Search,85,70,57,0.6706,4,0.0471,3,0.0353,0,0.0,0,0,0.0,0.0,16.29,5.43,0.0,0.0,SEO engagement strength
2026-02-15,2026-02,Paid Search,49,42,26,0.5306,2,0.0408,2,0.0408,2,1.0,1,0,0.0,0.0,56.88,28.44,0.0,0.0,Baseline
2026-02-15,2026-02,Paid Social,79,57,42,0.5316,3,0.038,2,0.0253,1,0.5,0,0,0.0,0.0,34.54,17.27,0.0,0.0,"High traffic, low lead efficiency"
2026-02-15,2026-02,Referral,20,14,12,0.6,0,0.0,0,0.0,0,0,0,0,0,0,0.96,,0.0,0.0,Baseline
2026-02-16,2026-02,Direct,56,45,30,0.5357,2,0.0357,3,0.0536,2,0.6667,0,0,0.0,0.0,0.0,0.0,0.0,,Baseline
2026-02-16,2026-02,Email,22,17,17,0.7727,1,0.0455,1,0.0455,1,1.0,0,0,0.0,0.0,2.03,2.03,0.0,0.0,Baseline
2026-02-16,2026-02,Organic Search,153,122,103,0.6732,6,0.0392,5,0.0327,1,0.2,0,0,0.0,0.0,25.08,5.02,0.0,0.0,SEO engagement strength
2026-02-16,2026-02,Paid Search,75,56,41,0.5467,3,0.04,4,0.0533,4,1.0,2,0,0.0,0.0,91.16,22.79,0.0,0.0,Strong conversion candidate
2026-02-16,2026-02,Paid Social,112,94,55,0.4911,3,0.0268,4,0.0357,2,0.5,2,0,0.0,0.0,50.6,12.65,0.0,0.0,Baseline
2026-02-16,2026-02,Referral,31,22,18,0.5806,0,0.0,1,0.0323,1,1.0,0,0,0.0,0.0,1.47,1.47,0.0,0.0,Baseline
2026-02-17,2026-02,Direct,57,47,31,0.5439,1,0.0175,1,0.0175,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,,Baseline
2026-02-17,2026-02,Email,18,14,12,0.6667,1,0.0556,1,0.0556,1,1.0,0,0,0.0,0.0,1.68,1.68,0.0,0.0,Baseline
2026-02-17,2026-02,Organic Search,120,103,92,0.7667,6,0.05,4,0.0333,0,0.0,0,0,0.0,0.0,21.03,5.26,0.0,0.0,SEO engagement strength
2026-02-17,2026-02,Paid Search,76,57,53,0.6974,3,0.0395,4,0.0526,0,0.0,0,0,0.0,0.0,90.8,22.7,0.0,0.0,Strong conversion candidate
2026-02-17,2026-02,Paid Social,99,81,51,0.5152,4,0.0404,3,0.0303,1,0.3333,0,0,0.0,0.0,39.27,13.09,0.0,0.0,Baseline
2026-02-17,2026-02,Referral,22,17,12,0.5455,1,0.0455,1,0.0455,1,1.0,0,0,0.0,0.0,1.21,1.21,0.0,0.0,Baseline
2026-02-18,2026-02,Direct,48,38,25,0.5208,0,0.0,1,0.0208,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,,Baseline
2026-02-18,2026-02,Email,17,14,12,0.7059,1,0.0588,1,0.0588,1,1.0,1,1,1.0,645.95,1.5,1.5,37.9971,430.63,Baseline
2026-02-18,2026-02,Organic Search,161,134,111,0.6894,7,0.0435,5,0.0311,2,0.4,2,0,0.0,0.0,29.85,5.97,0.0,0.0,SEO engagement strength
2026-02-18,2026-02,Paid Search,70,56,35,0.5,4,0.0571,4,0.0571,3,0.75,1,0,0.0,0.0,76.88,19.22,0.0,0.0,Strong conversion candidate
2026-02-18,2026-02,Paid Social,116,96,52,0.4483,6,0.0517,3,0.0259,0,0.0,0,0,0.0,0.0,50.83,16.94,0.0,0.0,Baseline
2026-02-18,2026-02,Referral,32,27,16,0.5,1,0.0312,1,0.0312,0,0.0,0,0,0.0,0.0,1.5,1.5,0.0,0.0,Baseline
2026-02-19,2026-02,Direct,47,37,24,0.5106,1,0.0213,1,0.0213,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,,Baseline
2026-02-19,2026-02,Email,21,16,13,0.619,1,0.0476,1,0.0476,1,1.0,1,0,0.0,0.0,1.96,1.96,0.0,0.0,Baseline
2026-02-19,2026-02,Organic Search,120,100,72,0.6,6,0.05,4,0.0333,2,0.5,2,1,0.25,1010.17,23.27,5.82,8.4181,43.41,SEO engagement strength
2026-02-19,2026-02,Paid Search,73,58,45,0.6164,3,0.0411,3,0.0411,3,1.0,2,0,0.0,0.0,81.33,27.11,0.0,0.0,Baseline
2026-02-19,2026-02,Paid Social,89,77,30,0.3371,1,0.0112,2,0.0225,0,0.0,0,0,0.0,0.0,40.33,20.16,0.0,0.0,"High traffic, low lead efficiency"
2026-02-19,2026-02,Referral,26,21,16,0.6154,0,0.0,1,0.0385,1,1.0,1,1,1.0,763.83,1.29,1.29,29.3781,592.12,Baseline
2026-02-20,2026-02,Direct,50,41,30,0.6,2,0.04,1,0.02,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,,Baseline
2026-02-20,2026-02,Email,54,44,40,0.7407,5,0.0926,4,0.0741,2,0.5,0,0,0.0,0.0,4.43,1.11,0.0,0.0,"Small volume, high intent"
2026-02-20,2026-02,Organic Search,123,106,83,0.6748,3,0.0244,4,0.0325,3,0.75,0,0,0.0,0.0,22.71,5.68,0.0,0.0,SEO engagement strength
2026-02-20,2026-02,Paid Search,69,55,41,0.5942,3,0.0435,3,0.0435,2,0.6667,0,0,0.0,0.0,84.5,28.17,0.0,0.0,Baseline
2026-02-20,2026-02,Paid Social,89,68,42,0.4719,0,0.0,2,0.0225,1,0.5,1,0,0.0,0.0,36.46,18.23,0.0,0.0,"High traffic, low lead efficiency"
2026-02-20,2026-02,Referral,25,18,19,0.76,1,0.04,1,0.04,1,1.0,0,0,0.0,0.0,1.32,1.32,0.0,0.0,Baseline
2026-02-21,2026-02,Direct,37,26,23,0.6216,1,0.027,1,0.027,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,,Baseline
2026-02-21,2026-02,Email,12,10,7,0.5833,0,0.0,2,0.1667,2,1.0,2,0,0.0,0.0,1.18,0.59,0.0,0.0,"Small volume, high intent"
2026-02-21,2026-02,Organic Search,109,91,73,0.6697,2,0.0183,4,0.0367,1,0.25,0,0,0.0,0.0,21.43,5.36,0.0,0.0,SEO engagement strength
2026-02-21,2026-02,Paid Search,58,49,37,0.6379,2,0.0345,3,0.0517,1,0.3333,1,0,0.0,0.0,63.39,21.13,0.0,0.0,Baseline
2026-02-21,2026-02,Paid Social,96,69,40,0.4167,1,0.0104,3,0.0312,1,0.3333,0,0,0.0,0.0,40.31,13.44,0.0,0.0,Baseline
2026-02-21,2026-02,Referral,22,18,13,0.5909,1,0.0455,1,0.0455,1,1.0,0,0,0.0,0.0,1.16,1.16,0.0,0.0,Baseline
2026-02-22,2026-02,Direct,42,32,26,0.619,1,0.0238,1,0.0238,1,1.0,1,0,0.0,0.0,0.0,0.0,0.0,,Baseline
2026-02-22,2026-02,Email,17,14,13,0.7647,1,0.0588,1,0.0588,1,1.0,0,0,0.0,0.0,1.56,1.56,0.0,0.0,Baseline
2026-02-22,2026-02,Organic Search,120,92,89,0.7417,4,0.0333,6,0.05,3,0.5,1,0,0.0,0.0,23.99,4.0,0.0,0.0,SEO engagement strength
2026-02-22,2026-02,Paid Search,60,50,35,0.5833,3,0.05,3,0.05,2,0.6667,0,0,0.0,0.0,74.27,24.76,0.0,0.0,Baseline
2026-02-22,2026-02,Paid Social,86,69,40,0.4651,2,0.0233,2,0.0233,0,0.0,0,0,0.0,0.0,39.07,19.54,0.0,0.0,"High traffic, low lead efficiency"
2026-02-22,2026-02,Referral,18,15,12,0.6667,0,0.0,1,0.0556,0,0.0,0,0,0.0,0.0,0.87,0.87,0.0,0.0,Baseline
2026-02-23,2026-02,Direct,61,45,31,0.5082,2,0.0328,2,0.0328,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,,Baseline
2026-02-23,2026-02,Email,16,13,11,0.6875,0,0.0,1,0.0625,0,0.0,0,0,0.0,0.0,1.54,1.54,0.0,0.0,Baseline
2026-02-23,2026-02,Organic Search,120,101,82,0.6833,5,0.0417,4,0.0333,2,0.5,1,1,0.25,614.85,21.32,5.33,5.1238,28.84,SEO engagement strength
2026-02-23,2026-02,Paid Search,77,66,46,0.5974,4,0.0519,4,0.0519,3,0.75,0,0,0.0,0.0,95.73,23.93,0.0,0.0,Strong conversion candidate
2026-02-23,2026-02,Paid Social,115,89,55,0.4783,0,0.0,3,0.0261,1,0.3333,1,0,0.0,0.0,51.36,17.12,0.0,0.0,Baseline
2026-02-23,2026-02,Referral,31,22,19,0.6129,1,0.0323,1,0.0323,0,0.0,0,0,0.0,0.0,1.56,1.56,0.0,0.0,Baseline
2026-02-24,2026-02,Direct,46,37,22,0.4783,2,0.0435,1,0.0217,1,1.0,0,0,0.0,0.0,0.0,0.0,0.0,,Baseline
2026-02-24,2026-02,Email,19,16,13,0.6842,1,0.0526,1,0.0526,1,1.0,1,0,0.0,0.0,1.79,1.79,0.0,0.0,Baseline
2026-02-24,2026-02,Organic Search,137,109,94,0.6861,6,0.0438,5,0.0365,1,0.2,0,0,0.0,0.0,23.6,4.72,0.0,0.0,SEO engagement strength
2026-02-24,2026-02,Paid Search,63,48,39,0.619,3,0.0476,3,0.0476,3,1.0,0,0,0.0,0.0,71.63,23.88,0.0,0.0,Baseline
2026-02-24,2026-02,Paid Social,113,98,52,0.4602,3,0.0265,3,0.0265,0,0.0,0,0,0.0,0.0,44.44,14.81,0.0,0.0,Baseline
2026-02-24,2026-02,Referral,26,18,15,0.5769,1,0.0385,1,0.0385,0,0.0,0,0,0.0,0.0,1.33,1.33,0.0,0.0,Baseline
2026-02-25,2026-02,Direct,60,43,34,0.5667,2,0.0333,2,0.0333,1,0.5,0,0,0.0,0.0,0.0,0.0,0.0,,Baseline
2026-02-25,2026-02,Email,17,14,12,0.7059,1,0.0588,1,0.0588,0,0.0,0,0,0.0,0.0,1.43,1.43,0.0,0.0,Baseline
2026-02-25,2026-02,Organic Search,169,124,123,0.7278,8,0.0473,6,0.0355,2,0.3333,2,1,0.1667,684.01,34.03,5.67,4.0474,20.1,SEO engagement strength
2026-02-25,2026-02,Paid Search,73,63,40,0.5479,4,0.0548,4,0.0548,3,0.75,2,1,0.25,796.47,88.69,22.17,10.9105,8.98,Strong conversion candidate
2026-02-25,2026-02,Paid Social,89,76,34,0.382,2,0.0225,2,0.0225,0,0.0,0,0,0.0,0.0,40.24,20.12,0.0,0.0,"High traffic, low lead efficiency"
2026-02-25,2026-02,Referral,32,25,21,0.6562,1,0.0312,2,0.0625,2,1.0,1,0,0.0,0.0,1.79,0.9,0.0,0.0,Baseline
